name,review,rating
청화원,제가 좋아하는 맛이네요!! 맛있어서 동네방네 소문내고 다니는중ㅋㅋ,5
청화원,"우육면 자주 먹는 편이 아닌데, 여기서 완전 반했어요~~!!! 너무 기름지지도 않고 맛있게 잘먹었습니다♡ 쯔란소고기 메뉴는 완전 처음 먹었는데, 스타트를 맛난 곳에서 할 수 있어 좋았습니다~! 또 먹으러 올게요 :)",5
청화원,"소고기볶음밥 정말 맛있게 잘먹었습니다!! 우육면 먹을까 고민하다가 오늘은 볶음밥 주문한건데, 기분좋게 든든한 한 끼가 됐어요 ;) 좋은음식, 고맙습니다!",5
청화원,흔히 먹어볼 수 없는 맛집 ㅠㅠ 넘 맛있습니다!,5
청화원,제가 좋아하는 우육도삭면! 맛있어서 친구들한테 추천하고 다니는 중입니다 너무 맛있게 잘 먹었어요!! 또 방문하겠습니다 ^^,5
청화원,혼자가서 맛있게 잘 먹고왔네요!,5
청화원,진심맛집! 제 영수증리뷰 믿고 방문해도 될거임! 한끼식사 굿굿,5
청화원,친구가 추천해줘서 방문했는데 넘 맛있어서 자주 올게요! 사장님도 친절하시고 국물도 맛있어요~!!,5
청화원,마지막 공기밥추가필수임 맛있음,4.5
청화원,국물도 깊은 맛이 나고 넘 맛있어요 양도 많고 매장도 깔끔해요 ㅎㅎ 같이 온 지인도 맛있다고 만족해했어요,5
청화원,맛있어요.,4
청화원,"우육도삭면은 일주일에 한번 먹어줘야함,.^^",5
청화원,가족들이랑 든든한 한끼👏🏻👏🏻👏🏻,5
청화원,대존맛입니다 꼭드셔보세요,5
청화원,존맛탱구링 주말에도 사람 많네요 귯,5
청화원,굿굿 깔끔해요👍🏻👍🏻,5
청화원,"우육면에 샤롱바오,,기절",4.5
청화원,맛있어요~~ 늘 자주가는 맛집 ㅎㅎㅎ,5
청화원,항상 여기서 우육면 먹어용 존맛탱탱구리에요,5
청화원,꿔바로우 맛집이에요 중국요리는 늘 청화원에서 ㅎㅎ,5
청화원,맛있게 잘 먹고가요~~^^ 점심시간이라 걱정했는데 소소 괜찮았어요^^ 두번째방문했는데도 맛있게 완전 신상만난 기분이였어요^^ 맛있을까 진짜고민많이했는데.. 완전만족하면서 먹고 왔어요~~👍,5
청화원,친절하고 분위기도 좋고 맛도 좋고 해서 다음에 또 올거 같아요 맛있게 먹었어요,5
청화원,여기 넘 맛있습니더! 음식도 신선하고 맛ㅇㅆ네욥! 맛있게 먹구 갑니다 코로나시기에 힘내세요!,5
청화원,여기 도삭면 맛이 엄청좋아요 음식도 자극적이지않고 너무 맛있어요^^ 깔끔하고 맛있네요^^,5
청화원,새우볶음밥 너무 맛있고 사장님도 친절하셔서 넘 좋았습니더!!,5
청화원,제가 중국요리 좋아하는데 너무 맛있네요 보통 중국요리식당이 잘 없는데 먹어서 너무 좋네여 맛있게 먹고 가욤!!,5
청화원,너무 맛있고 사장님도 너무 친절하시네요 맛있게 잘먹고가요!!나중에 또 올게요!!ㅎㅎ,5
청화원,맛있어요,4
청화원,잘 먹고 왔어요~ 혼밥하기도 괜찮겠네요,5
청화원,우육도삭면 국물이 매콤하고 깔끔해서 맛있네요. 고기도 큼직하고 부드러워요.,5
청화원,우육도삭면도 소룡포도 다 맛있습니다. 사장님이 친절하시고 가성비가 좋아서 더 좋았습니다.,5
청화원,수주육편짱!! 굉장히 맛있음ㅋㅋ 오이무침을 돈내고 먹게될줄은 몰랐는데 진짜 상큼하네요 굿굿 맛나게 잘 먹었어요😁👍,5
청화원,유발도삭면 넘 맛있어요!!! 혼밥 잘못하는데 도삭면먹으러 혼밥 자주해요ㅋㅋ 성격을맛으로 바꿔버린! 앞으로 더 자주 방문할게요^^!,5
청화원,크림 새우 진짜 양 많고 위생이 철저해서 너무 조아용 ㅠㅠㅠ ☺️ 그리고 저렴해서 좋네용 ㅎㅎ,5
청화원,가지튀김 진짜 맛있어요 잘먹었습니다!!,5
청화원,친절하셔서 기분좋게 먹고왔네요 매장도 깔끔했어요,5
청화원,메뉴가 다 저렴한거같아요!! 그리고 양이 진짜 많구 사장님이 친절하시네용 ㅜㅜㅜㅜ,5
청화원,꿔바로우 쫀득하니 맛있어요 아이들도 잘먹어서 다음에 또 오려구요~,5
청화원,꿔바로우는 딱딱하고 식초향이 너무 강해서 헛기침이 날 정도였고 도삭면과 탕면은 그냥 먹을만했다 다음엔 탕이 좀 더 낫겠다 싶음,3
청화원,"우육면이 점점 량과질이 많이 떨어지는거같네요. 극물은 짜지고, 국수는 두젓가락이면 끝, 고기는 아주 조그맣고 얇게 세조각 있네요",0.5
청화원,줄 서는 이유는 저렴한 볶음밥 때문인지 도삭면도 요리메뉴 (소고기 장조림)도 그다지 맛있지 않았어요. 향신료도 아쉽고 요리 소스도 아쉽습니다. 재방문 의사 없습니다.,3
청화원,굿,4
청화원,좋아요,5
청화원,친구가 맛있다고 데리고 가서 먹었는데 완전 맛있어서 그뒤로 단골됫네요ㅋ 우육도삭면 꼭 드세요ㅋㅋ 완전 맛있어요. 다른데랑 차원이 다릅니다ㅋ,5
청화원,혼밥도 먹을 수 있고 좋네요. 언제 먹어도 맛있어요~ 현지에서 먹는 맛이예요ㅋ 내일 또 먹으러 가야징ㅋ,5
청화원,우육도삭면에 슈마이까지 뚝딱 하고 왔습니다~ 혼밥으로 갔는데 사장님이 친절하셨어요ㅋㅋㅋ 우육도삭면만 먹기 아쉬워서 슈마이도 시켰는데 맛있었음!!,5
청화원,어향가지덮밥과 마라두부 맛있어요~~,4.5
청화원,맛도 맛대로 맛있고 찬절하시고 정말 맛집입니ㄷㅏ 맛있게 먹고 갑니더~,5
청화원,여기 도식면도 맛있지만 볶음밥도 너무 맛있네요ㅎㅎ 중국식 볶음밥 뭐 맛있는거 다 아시겠지만 여기가 찐입니다ㅋㅋㅋㅋ새우도 통통하게 많이 있어서 잘 먹었습니다~,5
청화원,음식 맛이 있어서 가끔 갔었는데 이번엔 너무 짰어요 ㅠㅠ 모든 음식이 짜서 물을 많이 ㅁㅏ시다 보니 시킨 음식도 다 못 먹고 포장했네요 별하나 뺐어용 ㅠㅠ,4
청화원,맛집들 찾아서 다니는 편인데요 같이 간 일행들도 만족하고 제가 볼때도 만족스러웠어요,5
청화원,양도많고 음식 자체도 정말 맛있네요 다음에 또 오겠습니다 ^_^,5
청화원,오늘은 우육도삭면이 아닌 다른걸 먹어봐야지~ 하며 고민하다 소고기 볶음밥과 쇼마이?를 주문~ 쇼마이~ 새우가 가득 들었네요~ ^^ 첨 먹어보는데 씹는맛도 있고 좋았어요~^^,5
청화원,두툼하고 부드러운 고기가 입에서 부드럽게 씹히고 면도 두툼하니 쫄깃쫄깃~ 맛나네요 육수도 좋은 우육도삭면~^^ 얇은 피에 육즙가득 소룽포우까지~ 소룽포우에 반해버렸네요 ♡♡,5
청화원,오랜만에 지나는길에 우육도삭면 먹으러 들렸어요~ 전에 아이들과 맛나게 먹은게 기억에남아.. 오늘은 일 보구 혼밥하러~ 면도 쫄깃 맘에 드는 우육도삭면 오늘도 맛나게 먹었네요~^^,5
청화원,오늘 다녀왔습니다 겨울 처음 오픈할 때는 양도만 하지 마! 지금은 고수도 안주세요.. 면 양도 적어졌습니다 예전에 고기가 다섯 초 가기었는데… 지금 3조각이에요 처음과 지금은 양이 너무 많이 차이나서 더 이상 가고 싶진 않네요 제 손님이 많아서 그러는지 양심적으로 장사를 안 하네요,1
청화원,맛 좋아요,5
청화원,도삭면은 처음 먹어봤는데 너무 맛있어서 반했어요!! 담에 친구들이랑 또 같이 오기로했어요~! 친절하시고 양도 많아서 만족했습니다 ㅎㅎ,5
청화원,도삭면 매콤한 국물에 면빨 너무 좋아용~~~ 제가 좋아하는 칠리새우 양념 존맛이었어요 사장님도 친절하셔서 자주 방문 할려구요!!,5
청화원,도삭면 중독적이라 땡길 때 마다 잘 먹었는데 쇼롱포오는 처음 먹어봤어요! 같이 먹으니까 딱 좋네용,5
청화원,"쇼룽보우 육즙이 팡 터지는데 진짜 존맛 ,,, (❁´▽`❁) 도삭면 국물도 넘 맛있었어요 ㅎㅎ 남자친구랑 또오려구요 >_<",5
청화원,도삭면은 정말 국물이 끝내줘요^^ 그리고 어향가지덮밥도 꼭 드셔보세요!! 정말 별미입니다👍👍,5
청화원,굿,5
청화원,가지튀김 맛있네요 가지랄 좋아하는 편은 아닌데 맛있었습니다 토마토 계란은 말할 것도 없구여 매장 전체 분위기나 직원분들이 너무 친절하고 좋았습니다 모임장소로도 추천합니다,5
청화원,소룡보우 육즙 장난아니에요.....♥︎ 인테리어도 탈 한국급!!!! 여행 온 기분 넘나 좋아요호😉 직원분들도 친절하고 데이트하기 분위기 딱입니당👍,5
청화원,친구랑 간단히 먹고 싶어서 들렸는데 맛나게 먹고가요ㅎㅎ,5
청화원,와 분위기도 짱이고 멀리서 먹으러왔는데 하나두 아깝지않고 넘 만족스러워용♥ 가성비 대박이고 저렴한데 맛있어요 쇼룽포오랑 토마토계란볶음 꼭 드셔보세요!!!,5
청화원,"친구랑 우연히 지나가다 먹었는데 맛집이었네요 ㅎㅎㅎ 매콤한 국물에 계속 생각나는 맛,,!!",5
청화원,친절하시고 맛있어요,5
청화원,신촌 메인거리로 들어서면 반드시 지나는 가게! 우육도삭면 유발도삭면 모두 면발과 국물맛이 일품이며 해외여행의 향수를 느끼게 해줍니다! 면시키면서 쇼마이나 딤섬류 같이 시키면 든든하게 배 채워요! ㅎㅎ,5
청화원,우육도삭면 처음먹어보는데 맛있었어요~ 그래도 가성비가 있던거같아요 너무 비싸지 않아서 좋더라구요^^앞으로 자주 갈거같아요!!,5
청화원,맛집이라고 해서 찾아갔는데 음식도 깔끔하고 깔끔하고 직원분들도 친절해서 기분좋게 맛있게 먹고왔습니다!,5
청화원,맛있어서 혼밥하러왔어요ㅋㅋ 혼자 오롯이 먹는데만 집중할수있는시간 맛있어요 면이왜이렇게맛있지? 요새계속감,5
청화원,가성비 좋은 맛집! 달만두 너무 맛있고 우유도삭면 뜨끈하니 아주 꿀맛이에요~^^ 왜 인기가 있는지 알겠더라구요~~~ 친구들이랑 조만간 또 갈게용♡,5
청화원,추천받아 밥먹으러 갔는데 정말 맛있었습니당 매장 분위기도 깔끔하고 좋아요 음식도 맛있었습니다 재방문 의사 있어요,5
청화원,저녁 식사하러 갔는데 정말 맛있게 먹었습니당 면도 밥도 다 맛있네요 간도 잘 맞고 직원분들도 친절해서 좋았습니다,5
청화원,여기 꿔바로우 진짜진짜 맛있어요!! 가성비 최고!꼭 시켜드세요>_< 졸맛탱! 다음에 또 먹으러 갈게요 맛있게 잘 먹었습니당,5
청화원,매콤한 국물에 도톰한 면빨 ! 너무 맛있어요 우육도삭면 맛있어서 또 방문해요! 같이 주문한 소고기 볶음밥이 별미네요,5
청화원,꿔바로우가 쫀득한게 넘 맛있네용!! 소스도 간ㅇ적당해서 맛있게 잘먹고 왔습니다~,5
청화원,지인 추천으로 갔는데 맛있었어요 !!!~~ 앞으로 서울 갈때는 들릴려고요 ㅋㅋ,4.5
청화원,우육도삭면 처음먹는데 완전 취향이였어요 ㅎㅎ또생각나네여~~조만간 다시 가서 먹어야겠습니다 ㅎㅎ,5
청화원,도삭면은 처음먹는 메뉴였는데 같이간 친구들도 맛있다고하네요 데이트 하기에도 좋을꺼같습니다 잘먹었습니다,5
청화원,혼밥하기에 좋았습니다 가게도 깔끔하고 직원들도 친절했습니당 ~~~국물이 깔끔해서 맛이좋네요!,5
청화원,👍👍👍,4
청화원,"유발면이 부들부들하고 중화권 특유의 맛이 나서 좋았어요. 약간 좀 짜긴했지만, 그래도 맛있다는!!~ 다음에는 우육면 먹어보려구요~!",5
청화원,국물 깔끔하구 맛ㅇㅣ써용 냄새도 안나고 잘 먹고 가네요 코로나로 다들 힘드실텐데 자영업자들 힘내라고 리뷰 남깁니다,5
청화원,친구랑 맛집 찾다가 간 곳! 우육도삭면이 너무 맛있었어요ㅎㅎ 친구랑 이래서 맛집이구나 하면서 먹었어요 인테리어도 깔끔하고 좋았습니당,5
청화원,유발도삭면은 처음 먹어봤는데 깔끔하고 맛있었어요 혼밥하기도 좋았어요! 맛집 검색하다가 갔는데 만족스러운 식사였습니다,5
청화원,진짜 한끼 식사로 제격인듯 해요~~속 해장겸 먹었는데 든든하고 맛도 있고 한끼 식사 제대로 했어요~~,5
청화원,진짜 너무 맛있어요 !!!적극추천 ㅠㅠ또가고싶어요 직원분들 친절하시고 또생각ㄴㅏ는맛,5
청화원,도삭면은 처음 먹어봤는데 뭔가 익숙한 유계장 맛이었고 크림새우 살이 통통해서 좋았어요,4
청화원,두꺼운면 아주 좋아하는데 여기 면 진짜 두껍고 쫄깃쫄깃! 진심 맛있습니다ㅋㅋ 또하나 딤섬이 너무 맛있어요~ 요즘 중화요리집들도 넘 고급져서 이제는 맛있게 먹고오는것만 생각하면 될듯 싶어요ㅋ 재방문200프로입니다!,4.5
청화원,지인들이랑 검색해보고 찾아간 집 실내가 깔끔하고 제일 중요한 맛!♡ 우육도삭면이랑 새우아스파라거스 꿔바로우가 예술 아주 맛있게 잘 먹고 왔네요~!^^,5
청화원,친구랑 맛집 찾다가 우연히 가본 집인데 우육도삭면이 아주 예술이더라구요 친구랑 아주 대만족스럽게 먹고 왔네요 재방문의사 큼 !,5
청화원,맛집. 찾고있는데 친구가. 추천으로 먹게됬는데 넘 맛이ㅆ어요~!,5
청화원,도삭면 진짜 맛있습니다! 인테리어도 깔끔.,4
청화원,소고기볶음밥은 어디서 쉽게먹을수없는맛이라 너무 인상 깊은 맛 ㅋㅋ 계속 쳐묵쳐묵,5
청화원,우육도삭면 좋아하는데 이집 잘하네요! 점심 든든히 먹고 왔습니다 추천할만한 맛입니다 굳!,5
청화원,맥주한병간단히 잘마시고 너무좋은 시간 잘보내구가욧,5
청화원,추천받고 간 집인데 진짜 현지인맛집👍 진짜 맛있어요 드셔보시면 후회 안하세요!,5
청화원,느끼하지도않고 진짜 입맛에 딱 맞아요 진짜 현지인맛집처럼 또 가서 먹고싶을정도에요 입에서 계속 맛이 맴도는거같네요,5
청화원,1. 맛은 진짜 …. 볶음요리들 단맛이 너무 강함! 이게 대만요리맞는지 의심 들어요. 2. 위생적이지 않음. 식당 들어가자마자 똥파리들이 막 날라다니고 이게 한두마리면 그래도 이해하는데 한두마리가 아 님 ㅠㅠ 밥 먹을때 계속날라오고 밥에 떨어질가봐 너무 신경쓰여요. 3. 메뉴중에 호랑이볶음이라는 요리가 있는데 이게 비쥬얼이 완전히 메뉴판에 나와있는 사진과 다름! 메뉴가 잘못나왔나 싶어서 종업원분 불러서 여쭤봤더니 원래 사진과 다르다고 레시피를 얼마전에 바꿨다고 당연하게 말함! 실제 요리가 메뉴에 나와있는거랑 다르면 메뉴사진을 바뀌시든지 아니면 주문할때 설명해주시든...,0.5
청화원,가지요리 안먹는데 친구가 맛있다고해서 먹어봤는데 튀김이라 그런지 맛있게 잘 먹었어요 여기 가지튀김은 강추💜,5
청화원,크림새우에 도삭면 볶음밥까지 넘나 맛있어요 굿굿~!!,5
청화원,한번오면 계속오게되는 마성의 맛집 오늘도 너무잘먹고가용👍😍,5
청화원,혼밥하기 괜찮은 곳이라 종종 옵니다 국물도 찐해서 좋아요 면요리 좋아하시면 한번 방문해보요~~ ㅎㅎ,5
청화원,유명한이유가 있는곳! 재방문인데도 역시 맛있네요 맛있어서 국물까지 뚝딱하고 왔어요 😀😀,5
청화원,가격대비해서 맛 괜찮구요 도로변에 있어서 딱 찾을 수 있었어요 좋아요,5
청화원,우육 도삭면 도 맛있었고 쇼마이도 맛있었어요,5
청화원,맛나요,5
청화원,맛있어요 !!,5
청화원,"가족들이랑 먹으러 갔는데 다들 맛있게 먹었어요~ 중식당 맛집이라 간건데 후회없는 맛집이네요 !!!!!!! 내일 또 생각날거 같은 맛,, 조만간 또 친구랑 먹으러 갈까 해요~!! 갈때 마다 다른메뉴들로 시켜 먹는데 뭘먹든 다 맛나네요 ㅎㅎ",5
청화원,친구가 청화원 넘 맛있다고 추천해서 방문 했습니다. 우육삭면이랑 새우볶음밥 먹었는데 넘 맛있게 잘 먹었어용 맛도 좋고 매장도 깔끔하고 다들 친절하셔서 기분 좋게 먹고 왔습니다~ 다음에 또 재방문 의사 100% 입니당.,5
청화원,새우볶음밥 먹었는데 맛있게 잘먹었어요 동생이랑 또오려고요 :),5
청화원,맛있게 잘먹었어요 제입맛에 딱맞아서 좋았어요!,5
청화원,"우육도삭면 국물이 있어서 더 맛있어요. 고기도 진짜 부드럽네요! 맛집이라 대기가 있지만, 기다리는 시간도 행복해요.",5
청화원,유발도삭면은 처음 먹어보는데 국물이 없어서인지 우육도삭면보다 매콤하고 맛있더라고요! 마제소바 느낌도 나요. 매콤한 비빔면 좋아하시는 분들은 꼭 드셔보세요.,5
청화원,크림 새우 처음 도전하는거라 먹어봤는데 진짜 맛있었어요ㅜㅜ 다른 것들도 입맛에 맞았는데 크림 새우가 진짜 대 존맛..💕 오래오래 번창하세요😍,5
청화원,신촌역 3번 출구와 가까워서 뚜벅이인 제가 좋아하는 중식당입니다. 물론 맛도 🙌 최고지요. 맛있는 우육도삭면. 대만 여행 가고 싶은 마음을 달래주네요. ♡,5
청화원,"신촌 중식당 하면 무조건 청화원이죠! 오늘은 소고기볶음밥 주문했는데 그릇에 동그랗게 예쁘게 담아져서 나오고, 밥 위엔 소고기 듬뿍이네요. 맛있습니다.",5
청화원,맛있어요,4
청화원,대만음식은 처음 먹어보는데도 입맛에 잘 맞고 간도 적당해서 부담없이 잘 먹었습니다ㅎ,5
청화원,전체적으로 음식 깔끔해서 맛있었어요~! 인테리어도 이쁘네요,5
청화원,맛있는 점심했어요!! 방역수칙도 잘지켜주시고 좋았습니다,5
청화원,사장님도 친절하시고 맛있게 잘 먹었습니다~ 맛집이에요 👍,5
청화원,완전 존맛이에요ㅠㅠ 또 먹고프다,5
청화원,"맛이 없어요. 신문에 코로나 여파에도 매출 급상승한 식당이라고 해서 매번 지나만 가다가 여자친구랑 가서 대표 메뉴라는 것들 먹어봤는데 우육면 깊은맛도 없이 슴슴하고, 새우 아스파라거스는 그냥 딱 7천원짜리 맛에 평범한 딤섬에 미치지 못하는 맛, 꿔바로우는 너무 달고 자극적이고 고기는 그닥 느껴지지 않던 실망스러운 맛이었습니다. 그렇다고 직원분이 친절했던 것도 아니고, 내세울 거라고는 위치와 저렴한 가격 정도인데, 맛에 비하면 가격도 그냥저냥.. 다시는 안 가려고 합니다.",2
청화원,맛있어요,4.5
청화원,요즘 너무 더운데 맛있는거 먹고싶어서 친구랑 청화원 갔어요!!ㅋㅋ 새우 아스파라거스랑 어향가지덮밥 완전 맛있어요^^두개만 시키기 아쉬워서 수주육편까지!!ㅋㅋ 입맛이없었는데 맛집에서 먹으니까 너무 좋았어요 ㅋㅋ 완전 잘 먹었습니당~!!,5
청화원,처음 방문했는데 이렇게 맛있는 맛집이 있는줄 몰랐어요 친구들이랑 맛집 저장하려고요 ㅎㅎ 덮밥 친구들과 나눠멋는데 맛나요,5
청화원,부모님이랑 같이 방문했는데 가지덮밥 좋아해서 뿌뜻했습니다. 우육도삭면은 양도 푸짐하고 분위기도 좋았습니다.,5
청화원,서대문 맛집 청화원 다녀왔습니다 ㅋㅋ 어향가지덮밥이 완전 맛있어서 계속 생각났는데ㅠ 자주 못가서 너무 아쉬웠어용ㅠㅠ 진짜 가까우면 엄청 자주갔을꺼에요 ㅋㅋ 육편도 넘나맛있어요!!ㅋㅋ 자꾸 생각나는 맛입니다 ㅋㅋㅋ 완전 추천해용!!^^,5
청화원,분위기도 좋고 맛도 좋고 홍콩 여행온것 같아요 음식도 맛있잖아요 친구랑 진짜 배부르게 먹고왔어요 추천 맛집입니다 재방문 각이에요,5
청화원,굿,4.5
청화원,별로였어요,3
청화원,대만음식은 진짜맛있는집을 가야하는데 청화원진짜 찐맛집이네요. 제가가지를 좋아하기도하고 단맛도 적절하게 잘 베여있어서 너무 맛있게 먹고 왔네요,5
청화원,홍콩여행 간 기분. 매장도 깔끔하고. 맛있게 먹었습니다 ^^ 괜찮은 음식이네요 자주 먹을듯합니다.,5
청화원,맛집 검색하고 찾아간 곳 이였는데 정말 같이간 일행까지 너무 맛있게 먹고 왔습니다.! 다음번에 또 방문해야겠어요.!,5
청화원,우육면 진짜 맛있어요 호불호일수도 있겠다 싶은 음식이였는데 초딩입맛인 저한테도 맛있네요 ㅋㅋ,5
청화원,가지덮밥 먹었는데 너무 맛있게 먹었어요.! 같이건 친규들 음식도 맛나보이던데 다음번에 다른음식 맛보러 또 방문해야겠어요,5
청화원,사장님이 친절하시구 도삭면 국물이 깊은 맛이 나면서 정말 맛있어요 ~ㅎㅎ 쇼룽포오랑 크림새우도 맛있어서 또 먹고싶네요!,5
청화원,크림새우는 살도 오동통하고 양도 푸짐하고 소스가 정말 맛있어요! 도삭면도 먹어본 도삭면 중에 젤 맛있어요ㅠㅠ 자주 올게요~!!,5
청화원,유발도삭면 매콤하니 맛있어요 면이 쫄깃하고 양념이 제 입맛에 딱!,5
청화원,국물 얼큰해서 해장하러 가끔 옵니다 동생이랑 맛나게 잘 먹고갑니다,5
청화원,수정 달만두 사이드메뉴로 시켰는데 피 쫀득하고 부추랑 새우들어있어 좋아요ㅎㅎ,5
청화원,이렇게 많이 주문해도 가격적인 부분이 적었어요! 가성비도 좋고 맛도 넘 맛있는 곳이라 맛집으로 추천 하고 싶어요ㅠㅠ 근처에서 맛집 찾으시면 여기 한번 들려보세요~!,5
청화원,덮밥도 맛있었는데 특히 만두가 쫄깃해서 넘 맛있드라구용 맛있고 가격도 부담 없고 굿굿 여기 맛집으로 추천 !!,5
청화원,뻔하지 않은 맛이라 더 맛있었어요! 항상 맛있는 음식 만들어주세요 ~ 근처가면 또 들리고 싶네요 ㅎ,5
청화원,일이 늦게끝나서 친구랑 둘이 간단하게 저녁으로 우육도삭면 먹으러왔어요 면도 탱글탱글 쫄깃하고 국물도 얼큰하니 시원해서 칭따오 한잔 땡겼어요 맛있네요! 고기도 큼직하고 면이랑 국물 정말 짱임!,5
청화원,다양한 안주로 저녁도 먹으면서 간단하게 고량주 한잔 했어요 안주가 저렴해서 각자 먹고싶은거 다 주문했어요 달만두 쇼마이 아스파라거스 꿔바로우 쇼롱포우 크림새우 볶음밥 등 주문한것들 모두 맛있고 인테리어랑 분위기도 좋았어요 또올게요~,5
청화원,여기 분위기도 좋고 맛도 넘 좋아요>_< 우육도산면 수정 달만두 유린기 먹었는데 가성비 정말 최고네요!!! 가격도 저렴한데 이 퀄리티의 맛 ㅠㅠ 최고입니당!! 다음에 재방문할거예용!!!,5
청화원,"저녁 식사하러 들렸다가 우육도산면 주문했는데, 정말 맛있습니다. 친구들과 함께 가고싶네요! 직원분들이 정말 친절하고 가게 분위기도 좋아서 혼밥인데도 신나게 식사했습니다.",5
청화원,우육도산면 꼭 시키세요!!! 두번시키세요 짱 맛있어요 >_< 식사로 최고입니당!!,5
청화원,친구 추천으로 와봤는데 맛있어요 담엔 부모님 모시고 오려구요,5
청화원,너무 맛있어서 또 방문했어용 중국 요리 땡길땐 바로 요기!!,5
청화원,중화요리를 좋아해서 도삭면이나 우육탕면을 즐겨먹는데 이곳을 방문하고 쪼깃한 면과 국물맛이 일품이라 다른 곳은 더이상 못갈 것 같아요ㅎㅎ,5
청화원,달만두랑 덮밥 그리고 맥주까지 아주 배부르게 먹고 왔습니다~^^ 사장님도 엄청 친절하시고 무엇보다 음식이 맛있으니 아주 좋네요!,5
청화원,우선 맛있고 친절 그리고 서비스가좋음!,4.5
청화원,중화요리맛집인정~ 어향가지덮밥 어향육슬덮밥 정말 고소하고 담백해요! 다음에 친구들이랑 또 가겠습니다.,5
청화원,꿔바로우 완전 쫀득쫀득하고 맛있어요❤ 재방문의사 100% 입니다 !!!! 또 갈게요 ㅎㅎㅎ,5
청화원,비빔도삭면이 국물우육면보다 맛있어요! 새우 아스파라거스 딤섬 추천이요,5
청화원,맛있어요,5
청화원,나의 최애맛집ㅎㅎㅎ존맛탱,5
청화원,한입 먹고 순식간에 넘어 가더라고요 너무 좋네요 맛있게 먹었어요,5
청화원,맛있게 먹었어요 맛집 찾았어요 분위기도 좋고 맛도 좋고 해서 또 올거 같아요,5
청화원,분위기 깔끔하고 세련된 느낌이 마음에 들더라구요 맛있게 먹었어요,5
청화원,술을 생각나게 하는 안주이자 메뉴에요~ 맛있어서 술술 들어가는건 안비밀이요ㅋ 잘먹었습니다~,5
청화원,면과 소스가 따로논다,3
청화원,직원이 대만사람인지 서비스 정신이 없음,2
청화원,토마토계란볶음 맛있어요ㅎ 밥 같이나와요 엄청 친절하시고.. 우육면도 굿 근데 가지튀김은 양념치킨맛이에요ㅠㅠ 너무아쉬워요,5
청화원,지인 추천으로 처음 가봤는데 우육도삭면은 찐이네요👏🏻👏🏻👏🏻👍🏻👍🏻👍🏻,5
청화원,맛나요. 사이드메뉴로 칠리새우는 필수!!,5
청화원,기대보다 넘 맛있어서 또 방문할것 같네요 양도 많고 맛있어서 다 먹어버렸네요,5
청화원,맛있어요,5
청화원,해외 온 느낌... 넘 맛있음 JMT,5
청화원,우육도산면 대표할만하네요 같이 주문한 꿔바로우도 맛있었어요,5
청화원,맛있어여 ㅋㅋㅋ 1번째 가봤을때는 도삭면 이랑 딤섬 먹어보고 두번째 가봤을때는 요리를 먹어봤는데 나쁘지 않아여,3.5
청화원,국물도 찐하고 새우 쇼마이도 속이 꽉찬 느낌!! 중국분들도 꽤 있더라구요 맛있었어요!,4
청화원,우육도삭면 맛있고 양도 많아서 다시 방문해서 먹을 거예요~~ 만두도 굿입니당~~^^,5
청화원,마라두부 먹었는데 진심 넘나 맛있어용 꼭드게요 핵강추 👍👍👍,5
청화원,한번 오면 또오게 되느는 마성의 맛집 여기 우육면은 사랑이죵 ❤,5
청화원,우육도삭면 짱맛있어요 또 먹으러갈게요 친절하네요~~~^^,5
청화원,분위기가 예쁘고 좋음! 음식이 깔끔하고 정말 맛있음! 친절해서 더 마음에 든 곳!,5
청화원,굿,4
청화원,분위기도 좋고 음식도 맛있게 먹고 가요~~^^,5
청화원,잘먹었습니다 강추합니다,5
청화원,친구 소개로 왔는데 맛있음 소주 바로 시킴,5
청화원,직원분도 친절하시고 맛도 좋네여^^ 해장하고 간 기분임ㅋㅋㅋ굿,5
청화원,너무 맛있게 잘 먹었습니다ㅠㅠ양도 많아서 배터지는줄....ㅋㅋㅋㅋ 맛집이 여기 있었군요..다음에 또 갈 예정ㅋ,5
청화원,실망스럽습니다 많이 파세요,0.5
청화원,사장님도 친절하시구 도삭면 진짜 맛있어서 다음에도 또 방문하려구요 ㅎㅎ,5
청화원,꿔바로우도 도삭면도 정말 맛있어요 양도 많아요~!,5
청화원,우육도삭면을 먹으니 여행도 못 가는데 꼭 대만에 온 느낌!!! 향신료 맛이 살짝 느껴져서 그런 듯ㅎㅎㅎ 새우도 좋아해서 쇼마이도 시켰는데 완전 맛있음~ 또 갈랍니다~,5
청화원,친구들과 함께 가서 이것저것 시켰는데 전체적으로 맛있네용^^ ! 유발도삭면이랑 꿔바로우 이건 처음 시켰는데 바삭바삭하니 완전 좋았어요ㅋㅋㅋ,5
청화원,우육도삭면이랑 수정달만두 먹었습니다 너무 맛있어요!! 담에 또 갈거에용,5
청화원,꿔바로우 칭찬해ㅋㅋ 역시나으뜸 잘먹었습니당,5
청화원,두메뉴 모두 너무 맛있엇습니당. 또 생각나요!,5
청화원,넘 맛있어요!! 면도 쫄깃 국물도 담백해요,5
청화원,우육도삭면은 면이 쫄깃해서 맛있어요! 만두 좋아하는데~~ 수정 달만두 제 취향이라 맛있었어요,5
청화원,향신료 향 별로 안나고 맛있어요 ㅎㅎ 친구가 추천한다고 저 데리고 갔는데 만족했어요!!,5
